customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0171,Female,0,Yes,No,32,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,80.51,2598.05,No
CUST0172,Male,1,Yes,Yes,23,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),22.39,478.1,No
CUST0173,Male,0,Yes,No,10,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,30.42,348.26,No
CUST0174,Female,0,No,Yes,16,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),106.25,1739.99,Yes
CUST0175,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,75.76,5060.73,No
CUST0176,Female,1,No,Yes,46,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),90.63,4130.13,No
CUST0177,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.88,2513.54,No
CUST0178,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,65.31,1329.04,Yes
CUST0179,Male,1,Yes,No,11,No,Yes,No,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,95.63,1091.61,No
CUST0180,Male,1,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),71.51,2529.63,No
CUST0181,Male,0,Yes,Yes,41,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),40.72,1633.69,No
CUST0182,Male,0,Yes,Yes,16,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,52.44,848.86,No
CUST0183,Female,0,Yes,Yes,47,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,68.02,3208.85,No
CUST0184,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,50.32,1312.0,No
CUST0185,Male,1,No,No,40,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Mailed check,52.22,2078.49,No
CUST0186,Male,0,No,No,46,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.41,2419.28,No
CUST0187,Female,0,Yes,No,17,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),30.53,542.8,No
CUST0188,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,26.63,1845.72,No
CUST0189,Male,0,No,No,12,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,22.74,271.27,No
CUST0190,Female,0,No,No,12,Yes,No,No,No,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),29.32,383.25,No
CUST0191,Male,0,No,No,30,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,53.06,1637.19,No
CUST0192,Male,0,No,Yes,1,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,78.57,51.6,No
CUST0193,Male,0,Yes,No,15,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),37.19,533.15,No
CUST0194,Male,0,Yes,Yes,8,No,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),108.58,912.62,Yes
CUST0195,Male,0,No,Yes,37,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,100.46,3706.61,No
CUST0196,Female,0,No,No,53,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),71.09,3789.6,No
CUST0197,Female,0,No,Yes,55,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.87,5064.08,No
CUST0198,Female,0,Yes,Yes,44,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.37,2414.84,No
CUST0199,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,21.75,733.11,No
CUST0200,Male,0,No,Yes,8,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),110.24,897.48,Yes
CUST0201,Male,0,Yes,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Mailed check,31.03,226.45,No
CUST0202,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,114.69,648.11,Yes
CUST0203,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),76.33,2721.07,No
CUST0204,Male,0,Yes,No,17,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),49.17,825.93,Yes
CUST0205,Female,0,Yes,No,2,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),68.54,150.91,Yes
CUST0206,Male,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),69.17,1906.17,Yes
CUST0207,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,20.38,1398.55,No
CUST0208,Female,0,Yes,No,43,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,54.26,2360.57,No
CUST0209,Female,0,No,No,20,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.47,1916.58,No
CUST0210,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,70.03,1876.7,Yes
CUST0211,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.91,2264.76,No
CUST0212,Male,0,No,No,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,52.18,2806.1,No
CUST0213,Male,0,No,Yes,64,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,106.03,6751.88,No
CUST0214,Male,0,No,Yes,20,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),71.61,1385.06,No
CUST0215,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),71.89,903.57,Yes
CUST0216,Male,1,No,Yes,56,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,116.07,6532.08,No
CUST0217,Female,0,Yes,No,48,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,50.73,2482.3,No
CUST0218,Male,1,No,Yes,53,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,66.91,3502.05,Yes
CUST0219,Female,0,Yes,No,9,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),100.79,872.73,No
CUST0220,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.41,4921.85,No
CUST0221,Male,1,No,Yes,43,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),45.11,1958.07,No
CUST0222,Male,0,No,No,46,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),33.41,1547.46,No
CUST0223,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),89.47,4638.37,No
CUST0224,Female,0,Yes,Yes,45,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),44.28,1948.34,No
CUST0225,Female,0,No,No,12,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,112.11,1359.29,No
CUST0226,Female,0,No,No,36,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,31.18,1129.49,No
CUST0227,Male,0,Yes,Yes,23,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,50.47,1122.1,No
CUST0228,Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,23.59,64.48,No
CUST0229,Male,0,Yes,No,13,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.74,1136.51,Yes
CUST0230,Male,0,No,No,9,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,108.91,1004.54,No
CUST0231,Female,0,No,Yes,34,Yes,No,No,No,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),82.86,2855.75,No
CUST0232,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),113.65,2735.55,No
CUST0233,Female,0,Yes,No,2,No,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),31.11,36.9,No
CUST0234,Female,0,No,No,16,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Electronic check,26.95,412.12,No
CUST0235,Female,0,No,No,11,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),103.52,1177.29,Yes
CUST0236,Female,1,No,No,53,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),105.26,5558.61,Yes
CUST0237,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,102.77,2388.33,Yes
CUST0238,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.49,2834.74,No
CUST0239,Male,0,No,No,42,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54.95,2357.88,No
CUST0240,Female,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Credit card (automatic),40.18,967.67,No
CUST0241,Female,0,No,No,59,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),112.74,6684.32,No
CUST0242,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),49.31,3204.86,No
CUST0243,Female,0,No,No,27,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),58.64,1570.75,No
CUST0244,Male,0,No,Yes,15,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),89.36,1315.64,No
CUST0245,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,47.92,2165.74,No
CUST0246,Female,1,No,Yes,57,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),101.55,5752.44,No
CUST0247,Male,0,No,Yes,26,Yes,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.14,689.0,No
CUST0248,Male,0,Yes,Yes,52,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.7,5141.27,No
CUST0249,Male,1,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.39,3292.36,No
CUST0250,Male,0,Yes,Yes,58,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),76.45,4463.05,Yes
CUST0251,Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,No,Electronic check,64.75,2995.87,Yes
CUST0252,Male,1,Yes,No,33,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),46.26,1537.51,No
CUST0253,Female,0,Yes,Yes,36,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,65.34,2307.07,No
CUST0254,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,63.9,356.73,Yes
CUST0255,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.54,457.02,No
CUST0256,Male,0,No,No,24,No,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),46.72,1127.26,No
CUST0257,Male,0,No,No,32,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),25.91,781.32,No
CUST0258,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),32.8,1814.81,No
CUST0259,Female,1,Yes,Yes,57,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.32,5131.51,Yes
CUST0260,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),20.29,126.07,Yes
CUST0261,Male,0,No,Yes,56,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,105.36,5907.89,Yes
CUST0262,Female,0,No,No,11,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),88.83,997.63,No
CUST0263,Male,0,Yes,Yes,15,Yes,Yes,No,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),96.34,1421.57,No
CUST0264,Male,0,No,Yes,42,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.27,4309.53,No
CUST0265,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.52,200.52,No
CUST0266,Female,0,No,Yes,50,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),101.89,5054.94,No
CUST0267,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,69.47,2148.98,No
CUST0268,Female,1,Yes,No,7,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,One year,No,Electronic check,108.32,757.52,Yes
CUST0269,Male,0,No,Yes,71,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),108.43,7686.66,Yes
CUST0270,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),20.47,869.21,Yes
CUST0271,Female,0,Yes,No,58,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.05,3294.43,No
CUST0272,Female,0,Yes,No,3,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,71.69,198.83,Yes
CUST0273,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,87.19,5754.47,Yes
CUST0274,Female,0,Yes,No,28,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,47.19,1338.79,No
CUST0275,Male,0,No,Yes,28,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,43.72,1270.98,No
CUST0276,Female,0,No,Yes,27,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),56.89,1500.45,Yes
CUST0277,Male,0,Yes,Yes,43,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.1,3008.6,Yes
CUST0278,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,115.02,323.48,Yes
CUST0279,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,95.74,775.06,No
CUST0280,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.79,251.83,No
CUST0281,Female,0,No,No,55,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.55,1300.94,No
CUST0282,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),35.19,1746.65,No
CUST0283,Female,0,Yes,No,14,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,64.5,891.17,No
CUST0284,Male,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.01,3113.22,Yes
CUST0285,Female,0,Yes,Yes,27,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),56.83,1569.69,No
CUST0286,Male,1,No,No,21,No,No,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,72.93,1503.54,No
CUST0287,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,108.96,1711.38,No
CUST0288,Male,0,No,Yes,58,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),111.21,6401.74,No
CUST0289,Male,0,No,Yes,70,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),40.01,2771.76,No
CUST0290,Female,1,No,No,56,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,22.45,1259.05,No
CUST0291,Male,0,Yes,Yes,25,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49.15,1232.6,Yes
CUST0292,Male,0,No,No,24,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),88.97,2110.72,No
CUST0293,Male,0,Yes,No,9,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),115.01,992.32,Yes
CUST0294,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),25.86,1162.3,No
CUST0295,Female,0,No,Yes,10,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,20.91,234.9,Yes
CUST0296,Female,1,No,No,52,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),108.18,5675.14,No
CUST0297,Female,1,No,No,71,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.31,6736.01,No
CUST0298,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,119.21,8029.68,No
CUST0299,Male,0,No,Yes,27,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,58.47,1608.51,No
CUST0300,Female,1,Yes,No,64,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,60.44,3879.71,No
CUST0301,Male,0,No,No,48,Yes,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.58,1670.69,No
CUST0302,Male,0,No,No,46,Yes,No,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,29.82,1383.95,Yes
CUST0303,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.03,3884.13,No
CUST0304,Female,0,Yes,No,53,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,55.16,2962.01,Yes
CUST0305,Female,0,No,Yes,59,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,26.19,1543.39,Yes
CUST0306,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,108.47,6094.07,Yes
CUST0307,Female,1,No,No,46,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),38.23,1713.8,No
CUST0308,Female,1,Yes,No,30,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.36,2834.22,No
CUST0309,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),46.79,2085.68,Yes
CUST0310,Female,0,No,Yes,25,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),100.92,2501.5,No
CUST0311,Female,1,Yes,Yes,4,Yes,Yes,No,No,No internet service,No,No,Yes,No,Two year,No,Electronic check,30.08,109.29,No
CUST0312,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),95.12,4801.18,No
CUST0313,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),28.01,1481.2,No
CUST0314,Male,1,Yes,No,32,Yes,Yes,No,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,63.59,2033.54,Yes
CUST0315,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,No,Mailed check,92.87,4586.94,No
CUST0316,Female,0,Yes,Yes,37,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),35.67,1314.64,Yes
CUST0317,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.14,1212.0,No
CUST0318,Male,0,No,No,14,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,No,Mailed check,106.21,1536.41,No
CUST0319,Male,0,Yes,No,60,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,108.28,6503.92,No
CUST0320,Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),22.58,448.86,Yes
CUST0321,Female,0,No,Yes,45,Yes,No phone service,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,35.15,1581.34,Yes
CUST0322,Male,0,No,Yes,68,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Mailed check,29.98,2069.56,Yes
CUST0323,Female,0,Yes,No,5,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.33,165.72,No
CUST0324,Female,0,No,No,37,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),116.96,4316.44,No
CUST0325,Female,0,Yes,No,61,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.27,4556.06,No
CUST0326,Female,1,No,Yes,61,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.75,3968.05,Yes
CUST0327,Male,0,Yes,Yes,45,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.42,5365.42,No
CUST0328,Male,0,Yes,No,12,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),74.81,890.74,Yes
CUST0329,Female,0,No,Yes,2,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,85.43,178.99,Yes
CUST0330,Female,0,No,No,5,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),51.94,285.45,No
CUST0331,Male,0,Yes,Yes,7,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,56.98,375.47,No
CUST0332,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),78.63,3420.12,No
CUST0333,Female,0,No,Yes,32,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),25.12,851.76,Yes
CUST0334,Male,0,No,Yes,49,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),44.1,2160.33,No
CUST0335,Female,0,Yes,No,10,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,38.07,424.39,No
CUST0336,Female,0,Yes,Yes,27,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),19.62,479.85,No
CUST0337,Male,1,No,No,69,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,72.76,5059.86,No
CUST0338,Male,0,No,No,40,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,75.23,2990.3,No
CUST0339,Female,0,No,No,15,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),57.16,838.55,Yes
CUST0340,Female,0,Yes,Yes,67,No,No phone service,No,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,45.41,3015.28,No
CUST0341,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.51,3953.67,No
CUST0342,Female,0,No,No,55,No,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),31.74,1717.05,Yes
CUST0343,Male,0,No,No,63,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,70.9,4507.29,No
